battery_id,filename,Capacity,SoH
B0045,00253.csv,0.7071027496463946,65.35270056322469
B0045,00257.csv,0.703531206505542,65.02260710856127
B0045,00259.csv,0.6941108278958862,64.15194554943578
B0045,00261.csv,0.6914114388869608,63.90245937265006
B0045,00263.csv,0.6971551798505504,64.4333143063834
B0045,00265.csv,0.6832460217432723,63.1477853711246
B0045,00269.csv,0.6822029317493292,63.05137965347076
B0045,00273.csv,0.7289529213213379,67.37216340287807
B0045,00275.csv,0.7139321758287004,65.98389800169325
B0045,00277.csv,0.6957731747455482,64.3055849688165
B0045,00279.csv,0.7018312962317095,64.86549595722481
B0045,00281.csv,0.6911808244378487,63.88114524673849
B0045,00285.csv,0.6843279752855028,63.247782982368605
B0045,00287.csv,0.6741394908812485,62.306130625907976
B0045,00289.csv,0.6670070174301739,61.64692458837479
B0045,00291.csv,0.6804085117374855,62.88553360948731
B0045,00293.csv,0.6617864063235485,61.164418991304274
B0045,00297.csv,0.6623168733492338,61.21344645259701
B0045,00299.csv,0.6679358357181778,61.73276894901958
B0045,00301.csv,0.6488990885270688,59.97333180993264
B0045,00303.csv,0.6503639129625527,60.10871557524503
B0045,00305.csv,0.6572077690202801,60.74124666901059
B0045,00309.csv,0.6363517458476216,58.81366621762071
B0045,00311.csv,0.6536449360948587,60.41195824035112
B0045,00313.csv,0.6391428272150887,59.07162689582044
B0045,00315.csv,0.6482206049496236,59.910624184914894
B0045,00317.csv,0.6287957471922729,58.11531662440237
B0045,00321.csv,0.6380571850193401,58.97128836740565
B0045,00325.csv,0.6554825047832906,60.58179222320509
B0045,00327.csv,0.6484934835397033,59.93584449808227
B0045,00329.csv,0.6454071687844921,59.650597404725545
B0045,00331.csv,0.6427008031845645,59.400466429057396
B0045,00333.csv,0.6352454880802477,58.711422332056586
B0045,00337.csv,0.6156760019587869,56.90274775497204
B0045,00341.csv,0.6170833682807023,57.03282105742334
B0045,00343.csv,0.6434227390858672,59.46719005699871
B0045,00345.csv,0.6278124433742752,58.02443653658993
B0045,00347.csv,0.6290078315253372,58.13491813764755
B0045,00349.csv,0.0,0.0
B0045,00353.csv,0.6266355568292261,57.91566491320995
B0045,00357.csv,0.6495813516716594,60.03638875464973
B0045,00359.csv,0.6337485177966306,58.57306754451517
B0045,00361.csv,0.6298550929085645,58.213224747973314
B0045,00363.csv,0.6183063778386736,57.1458555173629
B0045,00365.csv,0.6069476168507777,56.09604245132347
B0048,00369.csv,1.6579955793677608,100.0
B0048,00373.csv,1.5076933476098775,90.93470250293444
B0048,00375.csv,1.4989223343608031,90.40568943690329
B0048,00377.csv,1.4782919502497789,89.16139274710805
B0048,00379.csv,1.461856891390611,88.17013203063286
B0048,00381.csv,1.4509592706473475,87.51285520318686
B0048,00385.csv,1.451746997147108,87.56036597520355
B0048,00389.csv,1.444392866287476,87.1168104584611
B0048,00391.csv,1.432738323965376,86.41388082058207
B0048,00393.csv,1.417241201438662,85.47919060068271
B0048,00395.csv,1.4057559944573452,84.78647421927377
B0048,00397.csv,1.3902706269897065,83.85249299155882
B0048,00401.csv,1.4196659307880326,85.62543522156977
B0048,00405.csv,1.4190563985232272,85.58867201952084
B0048,00407.csv,1.404272356704056,84.69699040087572
B0048,00409.csv,1.3916140490958342,83.93351987262203
B0048,00411.csv,1.3749618350294734,82.92916170221541
B0048,00413.csv,1.3545155713071164,81.69597001118846
B0048,00417.csv,1.3440223073315984,81.06308147360146
B0048,00419.csv,0.0,0.0
B0048,00421.csv,1.372384475860572,82.7737113981872
B0048,00423.csv,1.318410575267441,79.51834080101634
B0048,00425.csv,1.3112727599578604,79.08783209529936
B0048,00429.csv,1.2970172419001187,78.22802774870527
B0048,00431.csv,1.2995219526631718,78.3790963519164
B0048,00433.csv,1.2826154066729571,77.35939845883387
B0048,00435.csv,1.2752890152407,76.91751601213574
B0048,00437.csv,1.2735572473264072,76.81306652289445
B0048,00441.csv,1.2594114333938535,75.9598788480547
B0048,00443.csv,1.2631632585495876,76.18616564896189
B0048,00445.csv,1.2491717310136363,75.3422835717077
B0048,00447.csv,1.233984347835307,74.4262749063456
B0048,00449.csv,1.240031992028868,74.79103125846248
B0048,00453.csv,1.30370857198071,78.63160723732749
B0048,00457.csv,1.315055963470538,79.31601144389089
B0048,00459.csv,1.2888738300982074,77.73686770562382
B0048,00461.csv,1.2877137595885193,77.66689945455462
B0048,00463.csv,1.2673379985315465,76.4379600466014
B0048,00465.csv,1.250594345697306,75.42808685739632
B0048,00469.csv,1.2487131179395878,75.31462287829238
B0048,00471.csv,1.248002326082933,75.27175232631383
B0048,00473.csv,1.2300895244599586,74.19136334060828
B0048,00475.csv,1.2244197121500937,73.84939546201917
B0048,00477.csv,1.2186682845116386,73.50250505350263
B0048,00481.csv,1.2037865236033616,72.60492962607286
B0048,00483.csv,1.1947642300832226,72.06076089411644
B0048,00485.csv,1.2052091893871495,72.69073599380337
B0048,00487.csv,1.1955746593628465,72.10964095686865
B0048,00489.csv,1.1888497102149884,71.70403377482644
B0048,00493.csv,1.1915605250807406,71.8675332979546
B0048,00495.csv,1.1726587153109655,70.72749348090134
B0048,00497.csv,1.1841133872494156,71.41836817809553
B0048,00499.csv,1.1576825122317769,69.82422188804827
B0048,00501.csv,0.0,0.0
B0048,00505.csv,1.259355851168598,75.95652647329885
B0048,00509.csv,1.265883375278026,76.35022620269845
B0048,00511.csv,1.247259867318412,75.22697182305073
B0048,00513.csv,1.232808747256218,74.3553699779056
B0048,00515.csv,1.2319592783041904,74.3041352844843
B0048,00517.csv,1.220785786262778,73.63021961302799
B0048,00521.csv,1.2275441303266783,74.03784096907994
B0048,00525.csv,1.2386788414290355,74.70941761505647
B0048,00527.csv,1.2283577755407058,74.08691499702988
B0048,00529.csv,1.2095481507570451,72.95243520602625
B0048,00531.csv,1.2082142070681048,72.87198000424283
B0048,00533.csv,0.0,0.0
B0048,00537.csv,1.2998734542832149,78.40029674740703
B0048,00541.csv,1.2691220651743778,76.54556387046152
B0048,00543.csv,1.2555144634690785,75.7248378157824
B0048,00545.csv,1.2519876926897655,75.512124897654
B0048,00547.csv,1.2374982003019996,74.63820867205759
B0048,00549.csv,1.2231273969878986,73.77145103452632
B0046,00553.csv,1.7282392323598248,100.0
B0046,00557.csv,1.5161488467923143,87.72794983493625
B0046,00559.csv,1.503121190703977,86.9741389131376
B0046,00561.csv,1.48586566102824,85.97569324932893
B0046,00563.csv,1.4694562316392716,85.02620494460146
B0046,00565.csv,1.458955459264481,84.41860547699463
B0046,00569.csv,1.4556853555098297,84.22938955749567
B0046,00573.csv,1.456232262380321,84.26103487952349
B0046,00575.csv,1.4440592236675138,83.55667413565902
B0046,00577.csv,1.428294264765868,82.64447641404387
B0046,00579.csv,1.4199848948034668,82.1636766609301
B0046,00581.csv,1.4043226018516568,81.2574194334267
B0046,00585.csv,1.4234351301615986,82.36331542005146
B0046,00589.csv,1.4339948857967295,82.97432779828061
B0046,00591.csv,1.4185177047756572,82.0787815838865
B0046,00593.csv,1.4056313337829422,81.33314575110198
B0046,00595.csv,1.3890214025155618,80.37205593457811
B0046,00597.csv,1.3723339082737365,79.40647814133249
B0046,00601.csv,1.3615778905990563,78.78410957838801
B0046,00603.csv,0.0,0.0
B0046,00605.csv,1.4100282016237429,81.58755889937873
B0046,00607.csv,1.3395671374926488,77.51051546628393
B0046,00609.csv,1.3291515487117478,76.90784492242184
B0046,00613.csv,1.3181687033905718,76.27235157662044
B0046,00615.csv,1.312423708466101,75.93993261419321
B0046,00617.csv,1.2993237532162487,75.1819382923096
B0046,00619.csv,1.2877483042174591,74.51215549939245
B0046,00621.csv,1.2865282739749122,74.4415616707313
B0046,00625.csv,1.2719636386987183,73.59881750641172
B0046,00627.csv,1.2714495345417192,73.56907022678904
B0046,00629.csv,1.2615423884659074,72.99581937758316
B0046,00631.csv,1.2421201619204132,71.8720035202742
B0046,00633.csv,1.2402537441669796,71.76400818499386
B0046,00637.csv,1.2851130012242886,74.35967064985157
B0046,00641.csv,1.3043327841699193,75.47177264277919
B0046,00643.csv,1.2778639041619957,73.94022078859626
B0046,00645.csv,1.272346459165154,73.62096840191668
B0046,00647.csv,1.2477883952768762,72.19998087724714
B0046,00649.csv,1.2352499196655526,71.47447509213643
B0046,00653.csv,1.229251291851949,71.12738033226265
B0046,00655.csv,1.223890910501634,70.81721601878415
B0046,00657.csv,1.205423323571373,69.74863786221466
B0046,00659.csv,1.1957824090008151,69.19079179611226
B0046,00661.csv,1.190072949669846,68.8604290069761
B0046,00665.csv,1.179201763233652,68.2313965077341
B0046,00667.csv,1.169504032514554,67.67026292521172
B0046,00669.csv,1.16772376849918,67.56725264850695
B0046,00671.csv,1.1579256145829042,67.00030834283368
B0046,00673.csv,1.1499812813376982,66.54063047553063
B0046,00677.csv,1.150285902223034,66.5582565587506
B0046,00679.csv,1.1349452274085248,65.6706089155732
B0046,00681.csv,1.1380960963513609,65.85292562750975
B0046,00683.csv,1.123711172150547,65.0205799700644
B0046,00685.csv,0.0,0.0
B0046,00689.csv,1.214119211354098,70.25180244845376
B0046,00693.csv,1.211944797522819,70.12598573335063
B0046,00695.csv,1.1971248679331925,69.26846963765415
B0046,00697.csv,1.1822892151870987,68.41004376302357
B0046,00699.csv,1.1645336676778395,67.38266588750717
B0046,00701.csv,1.1535559567518647,66.74746962992741
B0046,00705.csv,1.1601987101282063,67.13183501476311
B0046,00709.csv,1.1711716308206082,67.76675409812515
B0046,00711.csv,1.1563410270783216,66.90862037076866
B0046,00713.csv,1.141082456193516,66.0257234546993
B0046,00715.csv,1.1352383596118123,65.68757023654074
B0046,00717.csv,0.0,0.0
B0046,00721.csv,1.2530847858282803,72.50644253210565
B0046,00725.csv,1.2050453590356518,69.72676794231909
B0046,00727.csv,1.19119860196273,68.92556190477215
B0046,00729.csv,1.17463817374538,67.96733645153222
B0046,00731.csv,1.1555432048235512,66.86245649253746
B0046,00733.csv,1.1538041170229467,66.76182876878015
B0043,00739.csv,1.713782642126885,100.0
B0043,00741.csv,1.6955681658647108,98.93717698998462
B0043,00743.csv,1.6814906372051954,98.11574676228406
B0043,00745.csv,1.6786372409532953,97.94924978759427
B0043,00747.csv,1.6694168550864992,97.41123606052365
B0043,00751.csv,0.0,0.0
B0043,00753.csv,1.6611938521224778,96.93142008142048
B0043,00755.csv,1.6506423382064332,96.31573442463558
B0043,00757.csv,1.6424273190907783,95.83638430673149
B0043,00759.csv,1.6353664801041328,95.42438112656842
B0043,00763.csv,1.633232875930849,95.29988434845681
B0043,00765.csv,1.6258840554387932,94.87107731590714
B0043,00767.csv,1.617976174654771,94.40964885995031
B0043,00769.csv,1.6136652707273988,94.15810564662765
B0043,00771.csv,1.605821026619692,93.70039041980216
B0043,00775.csv,1.6033527961961531,93.55636804713559
B0043,00777.csv,1.5951342406182645,93.07681157504477
B0043,00779.csv,1.5878135544728509,92.64964619447304
B0043,00781.csv,1.5800601969084245,92.19723423896366
B0043,00783.csv,1.575565087879128,91.93494257380141
B0043,00787.csv,1.5950169012164208,93.0699647673482
B0043,00791.csv,1.5898075522577595,92.7659968760527
B0043,00793.csv,1.5807953202097411,92.24012901938951
B0043,00795.csv,1.5704333289187615,91.63550209434842
B0043,00797.csv,1.5643368431897875,91.27976936727354
B0043,00799.csv,1.558307017802491,90.92792630158505
B0043,00803.csv,1.5537149289772467,90.65997582103022
B0043,00805.csv,1.549528250585513,90.41568122445653
B0043,00807.csv,1.5424430535161062,90.00225673903792
B0043,00809.csv,1.54256227031715,90.00921309383538
B0043,00811.csv,1.5309356452520158,89.33079421040539
B0043,00815.csv,1.5247733176952427,88.9712195826028
B0043,00817.csv,1.5196742408779502,88.67368612112695
B0043,00819.csv,1.5123696925788683,88.24746239126021
B0043,00821.csv,1.499914486202397,87.52069540982936
B0043,00823.csv,1.492410627118825,87.08284180464526
B0043,00827.csv,1.492624987952706,87.09534985721923
B0043,00829.csv,1.4924024018806028,87.08236185823782
B0043,00831.csv,1.4853020201751674,86.6680513423708
B0043,00833.csv,1.477208127101587,86.19576898435045
B0043,00835.csv,1.4694738525181406,85.74447052949809
B0043,00839.csv,0.0570343910426537,3.3279827698494677
B0043,00843.csv,0.0571536334895882,3.3349406210963752
B0043,00845.csv,0.0572936600593766,3.3431112354057024
B0043,00847.csv,0.0574420318527805,3.351768797324976
B0043,00849.csv,0.0671306210772112,3.917102404182303
B0043,00852.csv,0.0671478192023473,3.918105922639857
B0043,00854.csv,0.0673200121169029,3.9281534578594868
B0043,00856.csv,0.0678403805161331,3.958517191651562
B0043,00858.csv,0.0679960492721063,3.9676005346699044
B0043,00860.csv,0.0682801114788655,3.984175694189939
B0043,00864.csv,0.0684463294312597,3.9938745876381723
B0043,00866.csv,0.0685136191478808,3.9978009733400133
B0043,00868.csv,0.0688740243561668,4.01883078187155
B0043,00870.csv,0.0565443893216957,3.2993909456056487
B0043,00872.csv,0.0691835316418984,4.0368906733725805
B0043,00876.csv,0.0591220864554366,3.4498007508153608
B0043,00878.csv,0.0695612008414022,4.058927843677625
B0043,00880.csv,0.0701789780437661,4.094975425627529
B0043,00882.csv,0.0702814818386252,4.1009565688798535
B0043,00884.csv,0.0578736420287837,3.376953448248244
B0043,00888.csv,0.0705661855429337,4.117569160074917
B0043,00890.csv,0.057989410208958,3.383708574442697
B0043,00892.csv,0.0712926644680078,4.159959537198384
B0043,00894.csv,0.0714654655766428,4.170042560820361
B0043,00896.csv,0.0716254973792324,4.17938048960175
B0043,00900.csv,0.0719259635627201,4.196912828656999
B0043,00904.csv,0.0588400951113647,3.43334642707907
B0043,00906.csv,0.0721385348010396,4.209316457512505
B0043,00908.csv,0.0723183571187791,4.219809171892919
B0043,00910.csv,0.0593817062666809,3.4649496853921575
B0043,00912.csv,0.0729448848562527,4.256367351563595
B0043,00916.csv,0.0730691773407958,4.2636198748117495
B0043,00918.csv,0.0731705412812827,4.269534507040788
B0043,00920.csv,0.0734743029330489,4.287259138175412
B0043,00922.csv,0.0601069759183187,3.5072695008582366
B0043,00924.csv,0.0738316250995573,4.308109049810937
B0043,00928.csv,0.0604952153074282,3.529923446555089
B0043,00930.csv,0.0606040102376181,3.536271680427669
B0043,00932.csv,0.0607343843223521,3.543879067824953
B0043,00934.csv,0.0609965304823779,3.5591754160071507
B0043,00936.csv,0.0611304592598731,3.5669902213507845
B0043,00940.csv,0.0612912441098759,3.576372090792715
B0043,00942.csv,0.0613032906580409,3.577075012380837
B0043,00944.csv,0.0611516615740909,3.5682273860703133
B0043,00946.csv,0.0614053871920573,3.58303239177696
B0043,00948.csv,0.0617578076594285,3.6035962870288007
B0043,00952.csv,1.5250840516518187,88.98935105090793
B0043,00956.csv,1.552568811301301,90.59309933110829
B0043,00958.csv,1.5427752626774387,90.02164129535015
B0043,00960.csv,1.533193283126468,89.46252841163702
B0043,00962.csv,1.515272194917202,88.41682472852438
B0043,00964.csv,1.5074989761997712,87.96325386566491
B0043,00968.csv,1.4896288908647644,86.92052622356267
B0043,00970.csv,1.4780778852088083,86.24651976720013
B0043,00972.csv,1.4700035345334466,85.77537771704252
B0043,00974.csv,1.4565623180137075,84.99107659335638
B0043,00976.csv,1.445976962830235,84.37341628315885
B0043,00980.csv,1.4325855992469252,83.59202410108549
B0043,00982.csv,1.4197344854662963,82.84215574177709
B0043,00984.csv,1.401262575071573,81.76431133253516
B0043,00986.csv,1.3862945308535968,80.8909191152234
B0043,00988.csv,1.384130256052478,80.7646326919677
B0043,00992.csv,1.3651743201871416,79.65854517541945
B0043,00994.csv,1.361508332192898,79.44463310138339
B0043,00996.csv,1.351001663879717,78.83156420601041
B0043,00998.csv,1.3282588067265129,77.5045081025025
B0043,01000.csv,1.3257206687421472,77.3564065917289
B0043,01004.csv,1.314290971597844,76.68947854243329
B0043,01006.csv,1.300326009481109,75.87461662392282
B0043,01008.csv,1.2881071401556836,75.16164001737596
B0043,01010.csv,1.2767801501201566,74.50070497479263
B0032,01013.csv,1.704864107351214,90.01242586881959
B0032,01015.csv,1.8940319526948568,100.0
B0032,01017.csv,1.8747686491853093,98.98294727910269
B0032,01019.csv,1.8654947184112376,98.49330766342057
B0032,01021.csv,1.8527398169018068,97.81988177473464
B0032,01025.csv,1.844174397003866,97.36764970516718
B0032,01027.csv,1.8430238477512757,97.30690367335113
B0032,01029.csv,1.8302818174911863,96.6341573534192
B0032,01031.csv,1.8173838456081812,95.95317771816786
B0032,01033.csv,1.805799298110468,95.34154350147843
B0032,01037.csv,1.8149829605049184,95.82641717963277
B0032,01039.csv,1.7995150369321795,95.0097507263171
B0032,01041.csv,1.7866516942518147,94.33059942361268
B0032,01043.csv,1.7735550719416031,93.63913155837538
B0032,01045.csv,1.769995333364443,93.4511865465663
B0032,01049.csv,1.799526080374287,95.01033379156537
B0032,01051.csv,1.7968530684449833,94.86920565877435
B0032,01053.csv,1.7838265504081745,94.18143911828518
B0032,01055.csv,1.7696444491040102,93.43266076298944
B0032,01057.csv,1.7512940457049684,92.46380681240363
B0032,01061.csv,1.7697554297961993,93.43852025717754
B0032,01063.csv,1.7547726933914918,92.64747043442298
B0032,01065.csv,1.7389166355812984,91.81031149485847
B0032,01067.csv,1.7337200518764075,91.5359452837976
B0032,01069.csv,1.7150972597500092,90.55270991124218
B0032,01073.csv,1.7462926148815636,92.1997441699393
B0032,01075.csv,1.719149261914565,90.76664517029577
B0032,01077.csv,1.711582246191498,90.3671262650154
B0032,01079.csv,1.69510511952259,89.49717649223231
B0032,01081.csv,1.7005124371100973,89.78266890854628
B0032,01085.csv,1.7080989351250158,90.18321642856696
B0032,01087.csv,1.691435430587127,89.30342638520578
B0032,01089.csv,1.6844494328889932,88.93458373246203
B0032,01091.csv,1.664037581688075,87.8568906570165
B0032,01093.csv,1.6686372014231974,88.09973871079818
B0032,01097.csv,1.6899344075625968,89.22417624254612
B0032,01099.csv,1.669431712846442,88.14168686389634
B0032,01101.csv,1.6634226761839213,87.82442523301567
B0032,01103.csv,1.643615219594737,86.7786426335721
B0032,01105.csv,1.6358000873538243,86.36602381635556
B0039,01109.csv,0.1190383185934176,6.719358804057557
B0039,01113.csv,0.4729861500927512,26.698660476532954
B0039,01115.csv,0.1628079382920206,9.190023569380628
B0039,01117.csv,0.4787632853388766,27.024762567330047
B0039,01119.csv,0.4711383364607152,26.59435689644723
B0039,01121.csv,0.4668172561120673,26.3504447711181
B0039,01125.csv,0.4699932676625547,26.529721170732294
B0039,01129.csv,0.4627052684317185,26.11833530461513
B0039,01131.csv,0.4604944782656097,25.99354277946778
B0039,01133.csv,0.4412227248835694,24.905709657433086
B0039,01135.csv,0.4435442194396584,25.03675111591762
B0039,01137.csv,0.4126655541164234,23.29374235916676
B0039,01141.csv,1.7461791006389626,98.56661327194288
B0039,01145.csv,1.7695250734505363,99.88442395512746
B0039,01147.csv,1.7715391419501945,99.99811212768454
B0039,01149.csv,1.770625483958279,99.94653885325982
B0039,01151.csv,1.7704040639447296,99.93404035248278
B0039,01153.csv,1.769508178880176,99.88347030691206
B0039,01157.csv,1.7638356274269416,99.56327165996251
B0039,01161.csv,1.7715725869786123,100.0
B0039,01163.csv,1.7701196454489685,99.91798577488028
B0039,01165.csv,1.766756975286052,99.72817305212578
B0039,01167.csv,1.7648743629092642,99.62190518646646
B0039,01169.csv,1.763838685943225,99.56344430410398
B0039,01173.csv,1.7657225752056789,99.66978424615891
B0039,01175.csv,1.7645632809383045,99.60434553504453
B0039,01177.csv,1.7608991948479125,99.39751878025483
B0039,01179.csv,1.7598362095817717,99.33751642562629
B0039,01181.csv,1.7590955400143164,99.29570783291611
B0039,01185.csv,1.7560495443976525,99.12377044581424
B0039,01187.csv,1.7571677199949287,99.18688813037852
B0039,01189.csv,1.7558911269459976,99.11482825214861
B0039,01191.csv,1.7533419072229914,98.97093238574475
B0039,01193.csv,1.7506673845335168,98.81996353980905
B0039,01197.csv,1.7510006664162403,98.83877631017891
B0039,01199.csv,1.7496058853847871,98.76004507208542
B0039,01201.csv,1.7477359172183355,98.65449093446801
B0039,01203.csv,1.7444225468099093,98.4674610361291
B0039,01205.csv,1.743308366083936,98.40456885016037
B0039,01209.csv,1.6556691733888471,93.45759725332866
B0039,01213.csv,1.64297669457593,92.74114459955601
B0039,01215.csv,1.6343822729361266,92.25601507661271
B0039,01217.csv,1.62650670621656,91.81146277446865
B0039,01219.csv,1.618865991735961,91.38016718224964
B0039,01221.csv,1.6114968339209264,90.96420015559778
B0039,01225.csv,1.3240805773461226,74.74040787706701
B0039,01229.csv,1.3153386221697692,74.24695052507317
B0040,01231.csv,0.6734628137095633,38.83578242781517
B0040,01235.csv,0.7913062105760345,45.63131802101664
B0040,01237.csv,0.7865824034601745,45.35891583095063
B0040,01239.csv,0.7795871426061582,44.9555284084796
B0040,01241.csv,0.7628241523125163,43.98887690132718
B0040,01243.csv,0.7405021514606399,42.70166051641357
B0040,01247.csv,0.7783970881100656,44.886902945355764
B0040,01251.csv,0.7733165409025605,44.59392904694836
B0040,01253.csv,0.7589575236409498,43.7659046053648
B0040,01255.csv,0.7407399462256391,42.715373145482296
B0040,01257.csv,0.7446218752617147,42.939227749443056
B0040,01259.csv,0.7149875629820736,41.23034096213723
B0040,01263.csv,1.7075144448533202,98.46521310866773
B0040,01267.csv,1.730880859428193,99.8126564627402
B0040,01269.csv,1.7328212845233328,99.92455265845919
B0040,01271.csv,1.7317734323431513,99.86412740786238
B0040,01273.csv,1.7341296392350067,100.0
B0040,01275.csv,1.7334756929990074,99.96228965694354
B0040,01279.csv,1.7243057179457877,99.43349556648182
B0040,01283.csv,1.7318975861687205,99.8712868394735
B0040,01285.csv,1.7333691208377455,99.95614408634428
B0040,01287.csv,1.732175650153278,99.88732162593156
B0040,01289.csv,1.7334832776102866,99.96272702973896
B0040,01291.csv,1.732372495746513,99.89867288761243
B0040,01295.csv,1.7338175297202416,99.98200195027502
B0040,01297.csv,1.7329630786357868,99.93272933160092
B0040,01299.csv,1.731883908457334,99.87049810309088
B0040,01301.csv,1.7306960059812662,99.80199673795696
B0040,01303.csv,1.7296011601947467,99.73886156272275
B0040,01307.csv,1.7296187381064656,99.73987520733854
B0040,01309.csv,1.7307198617163877,99.80337239837944
B0040,01311.csv,1.729274556175907,99.72002767559862
B0040,01313.csv,1.7297962212599596,99.75010991813976
B0040,01315.csv,1.7268942069037494,99.58276289341038
B0040,01319.csv,1.7272191689306016,99.60150209372733
B0040,01321.csv,1.7285674981160106,99.67925459589921
B0040,01323.csv,1.726636381605547,99.56789518730761
B0040,01325.csv,1.7262424141835069,99.54517673459642
B0040,01327.csv,1.72527259276029,99.48925119124175
